CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment,Value_Tier,Is_At_Risk,Is_Champion,Is_Lost,Monetary_Band
13130,189,4,2986.92,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13133,544,1,662.08,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13134,49,7,6817.98,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13135,4,7,8531.55,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13136,37,8,7811.61,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13137,199,1,9.46,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13139,64,3,2549.87,4,3,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13141,460,3,916.26,1,3,3,7,At Risk,Medium Value,1,0,0,£500-2K
13143,452,1,108.18,1,1,1,3,Lost,Low Value,0,0,1,<£500
13144,152,7,5912.91,3,5,4,12,Loyal Customers,Champions,0,0,0,£5K-10K
13145,2,2,1627.56,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13146,27,1,729.81,5,1,2,8,New Customers,Medium Value,0,0,0,£500-2K
13147,36,7,9430.47,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13148,109,3,1843.84,3,3,4,10,Loyal Customers,High Value,0,0,0,£500-2K
13151,188,2,627.33,3,2,2,7,Needs Attention,Medium Value,0,0,0,£500-2K
13153,118,3,2775.86,3,3,4,10,Loyal Customers,High Value,0,0,0,£2K-5K
13154,297,1,189.18,2,1,1,4,Lost,Low Value,0,0,1,<£500
13155,617,1,341.47,1,1,2,4,Lost,Low Value,0,0,1,<£500
13157,50,3,1086.52,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13159,45,1,108.72,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
13160,7,3,1862.76,5,3,4,12,Loyal Customers,Champions,0,0,0,£500-2K
13161,14,6,6977.87,5,4,5,14,Champions,Champions,0,1,0,£5K-10K
13162,423,4,4114.55,1,4,4,9,At Risk,High Value,1,0,0,£2K-5K
13163,10,9,24466.84,5,5,5,15,Champions,Champions,0,1,0,£10K+
13165,131,4,2161.75,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13166,450,2,834.51,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13167,607,1,56.91,1,1,1,3,Lost,Low Value,0,0,1,<£500
13168,645,1,388.58,1,1,2,4,Lost,Low Value,0,0,1,<£500
13169,20,2,234.08,5,2,1,8,New Customers,Medium Value,0,0,0,<£500
13170,260,4,5213.94,2,4,4,10,At Risk,High Value,1,0,0,£5K-10K
13174,161,2,623.74,3,2,2,7,Needs Attention,Medium Value,0,0,0,£500-2K
13175,418,1,78.6,1,1,1,3,Lost,Low Value,0,0,1,<£500
13176,21,7,7086.55,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13177,16,18,50158.39,5,5,5,15,Champions,Champions,0,1,0,£10K+
13178,201,13,40699.56,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13179,248,1,311.0,2,1,2,5,Lost,Low Value,0,0,1,<£500
13180,3,1,1149.69,5,1,3,9,New Customers,High Value,0,0,0,£500-2K
13182,2,23,61170.73,5,5,5,15,Champions,Champions,0,1,0,£10K+
13183,367,3,1517.85,2,3,3,8,At Risk,Medium Value,1,0,0,£500-2K
13184,355,1,187.48,2,1,1,4,Lost,Low Value,0,0,1,<£500
13185,367,2,622.08,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13186,526,1,175.58,1,1,1,3,Lost,Low Value,0,0,1,<£500
13187,431,3,756.85,1,3,2,6,Price Sensitive,Medium Value,0,0,0,£500-2K
13189,13,2,733.78,5,2,2,9,New Customers,High Value,0,0,0,£500-2K
13190,251,2,1353.98,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13191,110,5,1712.4,3,4,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13194,13,3,1102.06,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13195,307,3,2278.76,2,3,4,9,At Risk,High Value,1,0,0,£2K-5K
13197,8,1,305.6,5,1,2,8,New Customers,Medium Value,0,0,0,<£500
13198,263,3,734.73,2,3,2,7,Price Sensitive,Medium Value,0,0,0,£500-2K
13199,23,1,360.53,5,1,2,8,New Customers,Medium Value,0,0,0,<£500
13200,116,2,1239.05,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13202,137,2,1371.71,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13204,514,1,428.74,1,1,2,4,Lost,Low Value,0,0,1,<£500
13205,458,1,490.79,1,1,2,4,Lost,Low Value,0,0,1,<£500
13206,82,1,174.6,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
13209,29,2,543.57,5,2,2,9,New Customers,High Value,0,0,0,£500-2K
13211,545,1,157.76,1,1,1,3,Lost,Low Value,0,0,1,<£500
13212,33,3,1084.99,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13213,197,5,4187.41,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13214,62,3,1324.12,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13215,87,2,1086.99,4,2,3,9,New Customers,High Value,0,0,0,£500-2K
13217,393,3,1868.08,2,3,4,9,At Risk,High Value,1,0,0,£500-2K
13221,683,2,947.52,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13222,8,9,8860.42,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13223,206,4,2530.57,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13224,28,6,6845.4,5,4,5,14,Champions,Champions,0,1,0,£5K-10K
13226,88,2,1026.74,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13227,222,2,180.32,2,2,1,5,Lost,Low Value,0,0,1,<£500
13228,313,1,339.38,2,1,2,5,Lost,Low Value,0,0,1,<£500
13229,188,6,5198.3,3,4,4,11,Loyal Customers,High Value,0,0,0,£5K-10K
13230,148,6,1854.95,3,4,4,11,Loyal Customers,High Value,0,0,0,£500-2K
13234,372,1,269.54,2,1,1,4,Lost,Low Value,0,0,1,<£500
13235,35,5,4512.44,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13238,33,4,2000.74,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13239,414,1,460.92,1,1,2,4,Lost,Low Value,0,0,1,<£500
13240,13,4,5333.82,5,4,4,13,Champions,Champions,0,1,0,£5K-10K
13242,27,7,9725.08,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13243,15,1,76.51,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13244,7,2,303.21,5,2,2,9,New Customers,High Value,0,0,0,<£500
13247,319,1,444.56,2,1,2,5,Lost,Low Value,0,0,1,<£500
13248,240,1,42.21,2,1,1,4,Lost,Low Value,0,0,1,<£500
13250,106,11,10723.07,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13251,319,2,740.17,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13254,18,2,850.74,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13256,420,2,282.2,1,2,1,4,Lost,Low Value,0,0,1,<£500
13257,27,2,1320.84,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13258,107,3,1233.81,3,3,3,9,Potential Loyal,High Value,0,0,0,£500-2K
13259,345,2,1840.83,2,2,4,8,Needs Attention,Medium Value,0,0,0,£500-2K
13260,716,1,588.73,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13261,201,2,836.07,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13262,117,14,36386.56,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13265,367,2,1573.29,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13266,396,1,507.6,2,1,2,5,Lost,Low Value,0,0,1,£500-2K
13267,27,15,34553.02,5,5,5,15,Champions,Champions,0,1,0,£10K+
13268,481,1,169.32,1,1,1,3,Lost,Low Value,0,0,1,<£500
13270,37,4,5374.32,4,4,4,12,Champions,Champions,0,1,0,£5K-10K
13271,23,7,5111.59,5,5,4,14,Champions,Champions,0,1,0,£5K-10K
13273,653,1,336.22,1,1,2,4,Lost,Low Value,0,0,1,<£500
13274,239,8,23125.81,2,5,5,12,At Risk,Champions,1,0,0,£10K+
13275,243,1,480.32,2,1,2,5,Lost,Low Value,0,0,1,<£500
13276,131,3,1464.69,3,3,3,9,Potential Loyal,High Value,0,0,0,£500-2K
13277,241,4,1736.11,2,4,3,9,At Risk,High Value,1,0,0,£500-2K
13278,361,1,366.68,2,1,2,5,Lost,Low Value,0,0,1,<£500
13280,34,3,1694.89,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13282,266,2,481.47,2,2,2,6,Lost,Medium Value,0,0,1,<£500
13284,598,1,96.1,1,1,1,3,Lost,Low Value,0,0,1,<£500
13287,226,6,6827.82,2,4,5,11,At Risk,High Value,1,0,0,£5K-10K
13291,7,2,669.71,5,2,2,9,New Customers,High Value,0,0,0,£500-2K
13294,578,2,1204.21,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13296,7,22,61167.15,5,5,5,15,Champions,Champions,0,1,0,£10K+
13297,124,10,8323.71,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13299,473,1,97.9,1,1,1,3,Lost,Low Value,0,0,1,<£500
13300,603,1,67.4,1,1,1,3,Lost,Low Value,0,0,1,<£500
13301,163,11,32083.19,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13303,36,23,62624.0,4,5,5,14,Champions,Champions,0,1,0,£10K+
13304,279,4,3216.46,2,4,4,10,At Risk,High Value,1,0,0,£2K-5K
13305,15,19,58641.96,5,5,5,15,Champions,Champions,0,1,0,£10K+
13306,254,1,366.55,2,1,2,5,Lost,Low Value,0,0,1,<£500
13308,531,1,543.05,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13310,13,13,41156.74,5,5,5,15,Champions,Champions,0,1,0,£10K+
13311,191,1,199.54,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13312,265,2,1096.22,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13313,323,2,1523.95,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13314,274,4,4640.93,2,4,4,10,At Risk,High Value,1,0,0,£2K-5K
13315,84,1,335.16,4,1,2,7,New Customers,Medium Value,0,0,0,<£500
13316,19,2,817.51,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13317,293,1,3.36,2,1,1,4,Lost,Low Value,0,0,1,<£500
13318,92,4,2704.55,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13319,23,5,5265.35,5,4,4,13,Champions,Champions,0,1,0,£5K-10K
13320,547,1,79.9,1,1,1,3,Lost,Low Value,0,0,1,<£500
13321,91,12,14068.77,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13324,70,4,3815.0,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13326,98,1,436.98,3,1,2,6,Needs Attention,Medium Value,0,0,0,<£500
13327,344,4,3817.27,2,4,4,10,At Risk,High Value,1,0,0,£2K-5K
13328,545,2,120.62,1,2,1,4,Lost,Low Value,0,0,1,<£500
13329,36,4,2356.0,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13333,484,1,82.41,1,1,1,3,Lost,Low Value,0,0,1,<£500
13334,2,6,3732.47,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13336,11,11,11332.8,5,5,5,15,Champions,Champions,0,1,0,£10K+
13337,13,1,31.15,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13338,326,1,3.84,2,1,1,4,Lost,Low Value,0,0,1,<£500
13339,243,7,7963.32,2,5,5,12,At Risk,Champions,1,0,0,£5K-10K
13343,425,4,3013.95,1,4,4,9,At Risk,High Value,1,0,0,£2K-5K
13344,91,6,6048.33,3,4,5,12,Loyal Customers,Champions,0,0,0,£5K-10K
13345,63,5,1845.25,4,4,4,12,Champions,Champions,0,1,0,£500-2K
13347,76,5,5517.23,4,4,4,12,Champions,Champions,0,1,0,£5K-10K
13348,639,1,37.2,1,1,1,3,Lost,Low Value,0,0,1,<£500
13349,285,4,4073.67,2,4,4,10,At Risk,High Value,1,0,0,£2K-5K
13350,15,2,246.4,5,2,1,8,New Customers,Medium Value,0,0,0,<£500
13351,267,2,101.71,2,2,1,5,Lost,Low Value,0,0,1,<£500
13353,77,5,2442.91,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13355,105,2,905.3,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13358,42,5,5264.76,4,4,4,12,Champions,Champions,0,1,0,£5K-10K
13360,345,2,515.85,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13361,66,6,6651.16,4,4,5,13,Champions,Champions,0,1,0,£5K-10K
13362,38,3,1883.75,4,3,4,11,Loyal Customers,High Value,0,0,0,£500-2K
13363,8,7,8557.51,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13364,97,1,161.36,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13365,219,1,17.48,2,1,1,4,Lost,Low Value,0,0,1,<£500
13366,24,6,6219.2,5,4,5,14,Champions,Champions,0,1,0,£5K-10K
13370,259,1,127.24,2,1,1,4,Lost,Low Value,0,0,1,<£500
13372,648,1,346.5,1,1,2,4,Lost,Low Value,0,0,1,<£500
13373,645,3,843.67,1,3,3,7,At Risk,Medium Value,1,0,0,£500-2K
13375,120,5,1849.47,3,4,4,11,Loyal Customers,High Value,0,0,0,£500-2K
13376,14,3,1964.68,5,3,4,12,Loyal Customers,Champions,0,0,0,£500-2K
13377,79,3,520.15,4,3,2,9,Price Sensitive,High Value,0,0,0,£500-2K
13380,27,1,1087.78,5,1,3,9,New Customers,High Value,0,0,0,£500-2K
13381,2,2,963.48,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13382,516,1,607.11,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13383,50,1,330.49,4,1,2,7,New Customers,Medium Value,0,0,0,<£500
13384,7,3,1824.67,5,3,4,12,Loyal Customers,Champions,0,0,0,£500-2K
13385,669,1,20.25,1,1,1,3,Lost,Low Value,0,0,1,<£500
13387,317,2,1036.04,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13388,58,8,6584.32,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13389,63,3,1122.19,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13391,11,2,2157.21,5,2,4,11,New Customers,High Value,0,0,0,£2K-5K
13392,111,5,3935.04,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13393,122,1,545.45,3,1,2,6,Needs Attention,Medium Value,0,0,0,£500-2K
13394,300,3,1646.25,2,3,3,8,At Risk,Medium Value,1,0,0,£500-2K
13395,1,22,54031.27,5,5,5,15,Champions,Champions,0,1,0,£10K+
13396,25,3,1261.65,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13397,88,2,941.96,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13399,28,3,805.34,5,3,2,10,Price Sensitive,High Value,0,0,0,£500-2K
13400,15,3,1557.03,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13403,265,3,1193.68,2,3,3,8,At Risk,Medium Value,1,0,0,£500-2K
13404,175,3,658.13,3,3,2,8,Price Sensitive,Medium Value,0,0,0,£500-2K
13405,59,3,1396.52,4,3,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13407,19,2,981.98,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13408,192,1,219.96,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13409,23,16,39005.04,5,5,5,15,Champions,Champions,0,1,0,£10K+
13410,21,2,1193.31,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13411,432,1,222.04,1,1,1,3,Lost,Low Value,0,0,1,<£500
13412,525,2,1678.65,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13413,155,1,65.28,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13414,198,2,587.08,3,2,2,7,Needs Attention,Medium Value,0,0,0,£500-2K
13415,471,1,197.6,1,1,1,3,Lost,Low Value,0,0,1,<£500
13416,2,9,9744.62,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13418,61,3,4132.61,4,3,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13420,6,3,1549.65,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13421,723,1,199.08,1,1,1,3,Lost,Low Value,0,0,1,<£500
13422,228,2,738.04,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13424,145,9,8328.01,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13425,34,7,9049.16,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13426,590,1,1029.7,1,1,3,5,Needs Attention,Low Value,0,0,0,£500-2K
13427,25,6,6367.67,5,4,5,14,Champions,Champions,0,1,0,£5K-10K
13428,153,4,3740.45,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13431,54,4,2132.68,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13433,64,1,54.09,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
13434,242,3,1996.01,2,3,4,9,At Risk,High Value,1,0,0,£500-2K
13436,660,1,54.3,1,1,1,3,Lost,Low Value,0,0,1,<£500
13438,149,2,2190.74,3,2,4,9,Potential Loyal,High Value,0,0,0,£2K-5K
13439,94,1,10.56,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13440,151,7,4652.39,3,5,4,12,Loyal Customers,Champions,0,0,0,£2K-5K
13441,15,9,8840.02,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13442,24,24,71032.22,5,5,5,15,Champions,Champions,0,1,0,£10K+
13445,478,1,106.26,1,1,1,3,Lost,Low Value,0,0,1,<£500
13446,463,1,19.58,1,1,1,3,Lost,Low Value,0,0,1,<£500
13447,459,1,265.35,1,1,1,3,Lost,Low Value,0,0,1,<£500
13448,89,5,5912.79,3,4,4,11,Loyal Customers,High Value,0,0,0,£5K-10K
13449,251,4,1972.74,2,4,4,10,At Risk,High Value,1,0,0,£500-2K
13450,70,4,2109.46,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13452,54,1,356.1,4,1,2,7,New Customers,Medium Value,0,0,0,<£500
13453,25,9,6147.25,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13454,69,23,56747.45,4,5,5,14,Champions,Champions,0,1,0,£10K+
13455,62,9,7331.23,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13456,330,2,761.89,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13458,543,1,387.21,1,1,2,4,Lost,Low Value,0,0,1,<£500
13460,55,2,1713.08,4,2,3,9,New Customers,High Value,0,0,0,£500-2K
13461,32,1,382.34,4,1,2,7,New Customers,Medium Value,0,0,0,<£500
13462,274,8,7413.46,2,5,5,12,At Risk,Champions,1,0,0,£5K-10K
13464,4,1,91.85,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13465,2,5,3901.18,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13466,393,1,223.87,2,1,1,4,Lost,Low Value,0,0,1,<£500
13467,318,2,512.72,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13470,415,1,199.1,1,1,1,3,Lost,Low Value,0,0,1,<£500
13471,306,1,21.36,2,1,1,4,Lost,Low Value,0,0,1,<£500
13472,21,10,11058.1,5,5,5,15,Champions,Champions,0,1,0,£10K+
13473,147,7,9007.77,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13474,415,2,823.35,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13475,3,19,53796.68,5,5,5,15,Champions,Champions,0,1,0,£10K+
13476,685,1,55.56,1,1,1,3,Lost,Low Value,0,0,1,<£500
13477,197,2,138.73,3,2,1,6,Needs Attention,Medium Value,0,0,0,<£500
13478,12,7,6131.7,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13480,586,2,2820.58,1,2,4,7,Needs Attention,Medium Value,0,0,0,£2K-5K
13481,113,2,1450.15,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13482,25,5,2428.39,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13483,171,2,1360.59,3,2,3,8,Potential Loyal,Medium Value,0,0,0,£500-2K
13484,244,2,1350.85,2,2,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13485,173,1,856.1,3,1,3,7,Needs Attention,Medium Value,0,0,0,£500-2K
13486,41,4,1714.69,4,4,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13488,192,7,6470.67,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13489,51,8,8091.19,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13490,58,7,7071.29,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13491,340,1,462.51,2,1,2,5,Lost,Low Value,0,0,1,<£500
13492,35,6,6908.8,4,4,5,13,Champions,Champions,0,1,0,£5K-10K
13494,169,1,636.72,3,1,2,6,Needs Attention,Medium Value,0,0,0,£500-2K
13495,411,1,119.6,1,1,1,3,Lost,Low Value,0,0,1,<£500
13497,15,3,2569.23,5,3,4,12,Loyal Customers,Champions,0,0,0,£2K-5K
13498,99,7,8064.52,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13499,7,6,2863.66,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13501,492,1,799.16,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13502,134,9,11245.32,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13504,34,22,60263.21,4,5,5,14,Champions,Champions,0,1,0,£10K+
13507,428,2,893.64,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13508,37,6,4497.29,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13509,38,11,8656.31,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13510,602,1,166.06,1,1,1,3,Lost,Low Value,0,0,1,<£500
13511,211,1,89.3,2,1,1,4,Lost,Low Value,0,0,1,<£500
13512,78,1,103.08,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
13515,68,7,6509.94,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13519,14,8,6256.93,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13520,591,1,130.14,1,1,1,3,Lost,Low Value,0,0,1,<£500
13521,2,4,2733.33,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13524,14,8,8650.96,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13526,17,3,1697.99,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13527,480,1,609.41,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13529,36,5,4235.32,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13530,399,1,475.5,1,1,2,4,Lost,Low Value,0,0,1,<£500
13531,87,7,5887.8,4,5,4,13,Champions,Champions,0,1,0,£5K-10K
13532,211,1,238.78,2,1,1,4,Lost,Low Value,0,0,1,<£500
13533,347,2,690.45,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13534,339,1,418.8,2,1,2,5,Lost,Low Value,0,0,1,<£500
13536,35,7,8167.69,4,5,5,14,Champions,Champions,0,1,0,£5K-10K
13537,14,3,1030.9,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13538,14,2,648.78,5,2,2,9,New Customers,High Value,0,0,0,£500-2K
13539,106,9,8251.04,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13541,661,1,117.8,1,1,1,3,Lost,Low Value,0,0,1,<£500
13542,17,6,6033.65,5,4,5,14,Champions,Champions,0,1,0,£5K-10K
13543,298,2,789.03,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13544,55,5,5461.62,4,4,4,12,Champions,Champions,0,1,0,£5K-10K
13546,97,13,12581.23,3,5,5,13,Loyal Customers,Champions,0,0,0,£10K+
13549,307,2,808.45,2,2,2,6,Lost,Medium Value,0,0,1,£500-2K
13553,111,4,3298.96,3,4,4,11,Loyal Customers,High Value,0,0,0,£2K-5K
13554,10,3,1629.83,5,3,3,11,Potential Loyal,High Value,0,0,0,£500-2K
13556,220,1,200.2,2,1,1,4,Lost,Low Value,0,0,1,<£500
13557,478,1,336.2,1,1,2,4,Lost,Low Value,0,0,1,<£500
13561,16,12,10285.16,5,5,5,15,Champions,Champions,0,1,0,£10K+
13563,205,1,196.35,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13564,165,1,323.11,3,1,2,6,Needs Attention,Medium Value,0,0,0,<£500
13565,149,1,107.25,3,1,1,5,Needs Attention,Low Value,0,0,0,<£500
13566,406,4,5488.53,1,4,4,9,At Risk,High Value,1,0,0,£5K-10K
13567,450,1,640.0,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13568,5,1,60.08,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13569,267,4,3296.33,2,4,4,10,At Risk,High Value,1,0,0,£2K-5K
13570,386,1,593.58,2,1,2,5,Lost,Low Value,0,0,1,£500-2K
13571,46,6,7239.5,4,4,5,13,Champions,Champions,0,1,0,£5K-10K
13572,103,2,755.15,3,2,2,7,Needs Attention,Medium Value,0,0,0,£500-2K
13573,17,16,43306.46,5,5,5,15,Champions,Champions,0,1,0,£10K+
13574,372,1,245.11,2,1,1,4,Lost,Low Value,0,0,1,<£500
13577,42,1,194.74,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
13579,398,2,1774.21,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13580,176,2,2915.71,3,2,4,9,Potential Loyal,High Value,0,0,0,£2K-5K
13582,55,6,4344.99,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13585,545,1,23.72,1,1,1,3,Lost,Low Value,0,0,1,<£500
13587,15,7,7911.59,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13588,18,2,686.43,5,2,2,9,New Customers,High Value,0,0,0,£500-2K
13590,432,1,796.17,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13592,23,9,7815.68,5,5,5,15,Champions,Champions,0,1,0,£5K-10K
13593,19,1,96.2,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13594,737,1,135.81,1,1,1,3,Lost,Low Value,0,0,1,<£500
13595,677,1,293.71,1,1,2,4,Lost,Low Value,0,0,1,<£500
13596,133,4,1287.74,3,4,3,10,Potential Loyal,High Value,0,0,0,£500-2K
13597,2,4,1711.96,5,4,3,12,Potential Loyal,Champions,0,0,0,£500-2K
13599,74,4,3506.16,4,4,4,12,Champions,Champions,0,1,0,£2K-5K
13602,24,1,36.54,5,1,1,7,New Customers,Medium Value,0,0,0,<£500
13604,495,1,737.92,1,1,2,4,Lost,Low Value,0,0,1,£500-2K
13607,496,2,600.73,1,2,2,5,Lost,Low Value,0,0,1,£500-2K
13609,22,4,2709.02,5,4,4,13,Champions,Champions,0,1,0,£2K-5K
13610,22,2,1422.91,5,2,3,10,New Customers,High Value,0,0,0,£500-2K
13611,147,2,658.74,3,2,2,7,Needs Attention,Medium Value,0,0,0,£500-2K
13613,5,4,1705.47,5,4,3,12,Potential Loyal,Champions,0,0,0,£500-2K
13616,574,2,942.62,1,2,3,6,Needs Attention,Medium Value,0,0,0,£500-2K
13617,89,7,6348.28,3,5,5,13,Loyal Customers,Champions,0,0,0,£5K-10K
13618,56,1,335.11,4,1,2,7,New Customers,Medium Value,0,0,0,<£500
13619,183,4,1965.39,3,4,4,11,Loyal Customers,High Value,0,0,0,£500-2K
13620,71,1,48.98,4,1,1,6,New Customers,Medium Value,0,0,0,<£500
