CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
12767,227,1,9.79,2,1,1,211,4,Lost
12768,604,1,78.65,1,1,1,111,3,Lost
12769,44,5,5278.52,4,4,4,444,12,Champions
12770,11,3,1737.4,5,3,3,533,11,Potential Loyal
12771,59,5,1845.81,4,4,4,444,12,Champions
12772,189,3,1974.7,3,3,4,334,10,Loyal Customers
12773,130,1,795.09,3,1,2,312,6,Needs Attention
12775,463,1,861.31,1,1,3,113,5,Needs Attention
12776,98,2,1490.23,3,2,3,323,8,Potential Loyal
12777,684,1,89.16,1,1,1,111,3,Lost
12781,506,2,1707.89,1,2,3,123,6,Needs Attention
12782,36,8,11482.36,4,5,5,455,14,Champions
12783,230,2,915.92,2,2,3,223,7,Needs Attention
12784,74,2,1076.99,4,2,3,423,9,New Customers
12785,56,1,214.63,4,1,1,411,6,New Customers
12786,507,1,101.92,1,1,1,111,3,Lost
12791,42,2,567.57,4,2,2,422,8,New Customers
12792,79,3,2815.86,4,3,4,434,11,Loyal Customers
12793,104,1,40.94,3,1,1,311,5,Needs Attention
12794,2,16,43821.35,5,5,5,555,15,Champions
12795,361,2,593.11,2,2,2,222,6,Lost
12796,29,4,1831.67,5,4,4,544,13,Champions
12798,375,2,243.28,2,2,1,221,5,Lost
12799,183,1,564.72,3,1,2,312,6,Needs Attention
12801,25,2,810.2,5,2,2,522,9,New Customers
12802,135,5,1594.52,3,4,3,343,10,Potential Loyal
12803,9,1,381.49,5,1,2,512,8,New Customers
12804,502,1,150.36,1,1,1,111,3,Lost
12806,689,1,294.5,1,1,2,112,4,Lost
12807,626,1,182.91,1,1,1,111,3,Lost
12810,441,4,6232.13,1,4,5,145,10,At Risk
12811,141,1,22.08,3,1,1,311,5,Needs Attention
12812,353,1,85.5,2,1,1,211,4,Lost
12813,19,3,853.63,5,3,3,533,11,Potential Loyal
12815,36,3,792.25,4,3,2,432,9,Price Sensitive
12818,67,1,51.76,4,1,1,411,6,New Customers
12819,588,1,25.52,1,1,1,111,3,Lost
12821,382,5,3676.34,2,4,4,244,10,At Risk
12822,55,2,1638.48,4,2,3,423,9,New Customers
12823,373,3,1554.03,2,3,3,233,8,At Risk
12824,125,2,1494.44,3,2,3,323,8,Potential Loyal
12825,110,8,6693.97,3,5,5,355,13,Loyal Customers
12827,26,3,1873.01,5,3,4,534,12,Loyal Customers
12828,91,3,1050.13,3,3,3,333,9,Potential Loyal
12829,227,1,517.81,2,1,2,212,5,Lost
12830,78,6,4419.53,4,4,4,444,12,Champions
12833,3,1,190.47,5,1,1,511,7,New Customers
12834,3,9,11648.26,5,5,5,555,15,Champions
12835,716,1,126.39,1,1,1,111,3,Lost
12837,2,1,195.8,5,1,1,511,7,New Customers
12838,172,4,3605.74,3,4,4,344,11,Loyal Customers
12839,700,1,373.8,1,1,2,112,4,Lost
12841,604,1,86.06,1,1,1,111,3,Lost
12843,282,3,1856.4,2,3,4,234,9,At Risk
12844,426,1,75.9,1,1,1,111,3,Lost
12845,10,26,66465.86,5,5,5,555,15,Champions
12846,595,1,160.2,1,1,1,111,3,Lost
12847,15,9,8644.12,5,5,5,555,15,Champions
12848,581,3,1442.06,1,3,3,133,7,At Risk
12849,159,4,2331.36,3,4,4,344,11,Loyal Customers
12850,624,1,453.1,1,1,2,112,4,Lost
12851,140,4,4327.76,3,4,4,344,11,Loyal Customers
12854,46,5,5793.44,4,4,4,444,12,Champions
12855,2,6,6335.99,5,4,5,545,14,Champions
12856,126,5,5661.98,3,4,4,344,11,Loyal Customers
12859,130,3,1175.38,3,3,3,333,9,Potential Loyal
12860,14,6,6510.74,5,4,5,545,14,Champions
12861,356,1,269.54,2,1,1,211,4,Lost
12865,67,8,8910.05,4,5,5,455,14,Champions
12866,38,7,7898.76,4,5,5,455,14,Champions
12867,11,20,58638.62,5,5,5,555,15,Champions
12868,197,2,1195.54,3,2,3,323,8,Potential Loyal
12869,154,7,7808.08,3,5,5,355,13,Loyal Customers
12870,421,1,625.77,1,1,2,112,4,Lost
12871,187,5,2114.24,3,4,4,344,11,Loyal Customers
12875,350,1,96.2,2,1,1,211,4,Lost
12876,80,6,6812.24,4,4,5,445,13,Champions
12877,390,1,896.57,2,1,3,213,6,Needs Attention
12878,47,3,3079.02,4,3,4,434,11,Loyal Customers
12880,287,3,1274.41,2,3,3,233,8,At Risk
12882,332,2,1153.37,2,2,3,223,7,Needs Attention
12883,89,4,1607.05,3,4,3,343,10,Potential Loyal
12885,129,14,38308.74,3,5,5,355,13,Loyal Customers
12886,516,1,134.31,1,1,1,111,3,Lost
12887,42,1,86.5,4,1,1,411,6,New Customers
12891,201,5,6493.89,3,4,5,345,12,Loyal Customers
12894,532,1,37.95,1,1,1,111,3,Lost
12895,61,9,7266.17,4,5,5,455,14,Champions
12896,477,1,6.63,1,1,1,111,3,Lost
12899,19,3,1180.98,5,3,3,533,11,Potential Loyal
12900,45,11,38023.55,4,5,5,455,14,Champions
12901,27,4,2719.83,5,4,4,544,13,Champions
12903,110,1,174.48,3,1,1,311,5,Needs Attention
12904,154,2,562.69,3,2,2,322,7,Needs Attention
12905,131,6,7760.57,3,4,5,345,12,Loyal Customers
12906,640,2,1357.62,1,2,3,123,6,Needs Attention
12907,15,3,1889.43,5,3,4,534,12,Loyal Customers
12909,487,1,301.1,1,1,2,112,4,Lost
12910,30,2,925.1,4,2,3,423,9,New Customers
12911,3,2,345.02,5,2,2,522,9,New Customers
12912,117,7,7738.14,3,5,5,355,13,Loyal Customers
12914,502,3,2112.18,1,3,4,134,8,At Risk
12915,479,1,104.36,1,1,1,111,3,Lost
12916,145,3,1570.49,3,3,3,333,9,Potential Loyal
12917,280,1,72.9,2,1,1,211,4,Lost
12919,499,1,71.55,1,1,1,111,3,Lost
12920,58,3,1193.27,4,3,3,433,10,Potential Loyal
12921,304,3,1154.74,2,3,3,233,8,At Risk
12922,9,12,10958.97,5,5,5,555,15,Champions
12923,512,1,305.79,1,1,2,112,4,Lost
12924,8,18,48496.27,5,5,5,555,15,Champions
12925,467,2,556.3,1,2,2,122,5,Lost
12929,210,5,2206.51,2,4,4,244,10,At Risk
12930,85,7,8919.23,4,5,5,455,14,Champions
12933,373,1,594.22,2,1,2,212,5,Lost
12934,33,3,894.72,4,3,3,433,10,Potential Loyal
12937,277,4,1763.33,2,4,3,243,9,At Risk
12939,24,9,10238.69,5,5,5,555,15,Champions
12940,34,9,7480.29,4,5,5,455,14,Champions
12944,9,12,36767.97,5,5,5,555,15,Champions
12946,185,3,1702.6,3,3,3,333,9,Potential Loyal
12947,269,5,2982.25,2,4,4,244,10,At Risk
12948,569,1,146.1,1,1,1,111,3,Lost
12949,302,2,1894.56,2,2,4,224,8,Needs Attention
12952,30,2,2368.84,4,2,4,424,10,New Customers
12953,56,8,7238.02,4,5,5,455,14,Champions
12954,172,4,4932.16,3,4,4,344,11,Loyal Customers
12955,13,4,3697.0,5,4,4,544,13,Champions
12958,14,16,40666.37,5,5,5,555,15,Champions
12959,6,25,68092.28,5,5,5,555,15,Champions
12962,378,2,1524.47,2,2,3,223,7,Needs Attention
12963,31,2,1382.68,4,2,3,423,9,New Customers
12965,697,1,969.93,1,1,3,113,5,Needs Attention
12966,143,19,50605.65,3,5,5,355,13,Loyal Customers
12967,52,1,299.37,4,1,2,412,7,New Customers
12972,531,3,1142.85,1,3,3,133,7,At Risk
12973,23,1,236.59,5,1,1,511,7,New Customers
12974,23,12,7839.86,5,5,5,555,15,Champions
12975,322,7,7508.39,2,5,5,255,12,At Risk
12976,83,1,618.0,4,1,2,412,7,New Customers
12980,146,7,5419.76,3,5,4,354,12,Loyal Customers
12981,36,4,3354.04,4,4,4,444,12,Champions
12983,26,1,112.71,5,1,1,511,7,New Customers
12984,586,1,47.0,1,1,1,111,3,Lost
12986,315,1,104.91,2,1,1,211,4,Lost
12988,44,4,4143.21,4,4,4,444,12,Champions
12989,525,2,354.08,1,2,2,122,5,Lost
12992,435,1,24.22,1,1,1,111,3,Lost
12993,144,4,2709.33,3,4,4,344,11,Loyal Customers
12995,80,15,44025.66,4,5,5,455,14,Champions
12996,29,1,85.75,5,1,1,511,7,New Customers
12997,13,7,7895.11,5,5,5,555,15,Champions
12998,496,1,265.65,1,1,1,111,3,Lost
12999,10,7,6084.16,5,5,5,555,15,Champions
13000,554,4,1533.14,1,4,3,143,8,At Risk
13001,368,2,408.98,2,2,2,222,6,Lost
13003,223,3,1580.67,2,3,3,233,8,At Risk
13004,5,10,9419.07,5,5,5,555,15,Champions
13005,309,1,31.15,2,1,1,211,4,Lost
13006,244,1,95.56,2,1,1,211,4,Lost
13008,484,5,3809.11,1,4,4,144,9,At Risk
13010,276,4,1296.72,2,4,3,243,9,At Risk
13011,28,7,5734.14,5,5,4,554,14,Champions
13012,620,1,374.95,1,1,2,112,4,Lost
13013,680,1,183.15,1,1,1,111,3,Lost
13015,29,3,2187.25,5,3,4,534,12,Loyal Customers
13016,335,1,446.49,2,1,2,212,5,Lost
13017,79,1,337.1,4,1,2,412,7,New Customers
13019,735,1,598.68,1,1,2,112,4,Lost
13020,101,4,2042.2,3,4,4,344,11,Loyal Customers
13021,255,4,1268.93,2,4,3,243,9,At Risk
13022,12,1,174.6,5,1,1,511,7,New Customers
13023,186,4,2088.16,3,4,4,344,11,Loyal Customers
13025,17,3,1897.15,5,3,4,534,12,Loyal Customers
13027,12,9,7729.81,5,5,5,555,15,Champions
13030,4,10,7886.57,5,5,5,555,15,Champions
13032,402,2,904.44,1,2,3,123,6,Needs Attention
13035,341,2,2301.69,2,2,4,224,8,Needs Attention
13036,51,7,7268.69,4,5,5,455,14,Champions
13037,33,3,1015.81,4,3,3,433,10,Potential Loyal
13038,249,7,8649.1,2,5,5,255,12,At Risk
13039,165,4,4175.5,3,4,4,344,11,Loyal Customers
13040,16,11,14513.47,5,5,5,555,15,Champions
13041,303,3,2199.12,2,3,4,234,9,At Risk
13043,265,7,7228.87,2,5,5,255,12,At Risk
13044,2,10,10515.5,5,5,5,555,15,Champions
13046,77,7,7233.03,4,5,5,455,14,Champions
13047,37,4,6203.51,4,4,5,445,13,Champions
13048,2,7,9585.45,5,5,5,555,15,Champions
13051,172,3,1335.42,3,3,3,333,9,Potential Loyal
13054,85,2,212.32,4,2,1,421,7,New Customers
13055,585,1,140.36,1,1,1,111,3,Lost
13056,14,1,708.9,5,1,2,512,8,New Customers
13057,1,1,427.5,5,1,2,512,8,New Customers
13058,6,13,38424.6,5,5,5,555,15,Champions
13059,404,1,326.95,1,1,2,112,4,Lost
13064,68,6,4358.51,4,4,4,444,12,Champions
13066,83,2,472.77,4,2,2,422,8,New Customers
13071,107,1,162.58,3,1,1,311,5,Needs Attention
13072,5,8,8635.13,5,5,5,555,15,Champions
13075,39,4,1987.37,4,4,4,444,12,Champions
13077,51,2,1355.85,4,2,3,423,9,New Customers
13078,593,1,231.51,1,1,1,111,3,Lost
13079,24,1,500.1,5,1,2,512,8,New Customers
13080,35,1,371.87,4,1,2,412,7,New Customers
13083,148,6,8039.19,3,4,5,345,12,Loyal Customers
13085,217,1,570.56,2,1,2,212,5,Lost
13086,14,2,1231.35,5,2,3,523,10,New Customers
13087,66,4,4450.53,4,4,4,444,12,Champions
13088,207,1,1697.12,3,1,3,313,7,Needs Attention
13090,716,2,301.98,1,2,2,122,5,Lost
13091,167,1,171.09,3,1,1,311,5,Needs Attention
13092,561,3,1145.86,1,3,3,133,7,At Risk
13094,6,15,40874.91,5,5,5,555,15,Champions
13095,85,3,1759.92,4,3,3,433,10,Potential Loyal
13096,370,1,383.58,2,1,2,212,5,Lost
13097,63,7,9717.54,4,5,5,455,14,Champions
13099,140,1,910.97,3,1,3,313,7,Needs Attention
13101,5,3,1599.96,5,3,3,533,11,Potential Loyal
13103,68,5,6116.71,4,4,5,445,13,Champions
13104,18,16,44528.2,5,5,5,555,15,Champions
13106,236,2,1108.64,2,2,3,223,7,Needs Attention
13109,152,1,535.9,3,1,2,312,6,Needs Attention
13110,15,4,2072.89,5,4,4,544,13,Champions
13111,673,1,447.62,1,1,2,112,4,Lost
13114,680,2,462.69,1,2,2,122,5,Lost
13115,16,2,329.91,5,2,2,522,9,New Customers
13116,9,6,6150.28,5,4,5,545,14,Champions
13119,337,5,5266.59,2,4,4,244,10,At Risk
13120,384,1,883.21,2,1,3,213,6,Needs Attention
13121,12,10,13911.24,5,5,5,555,15,Champions
13122,58,2,396.51,4,2,2,422,8,New Customers
13124,355,1,512.87,2,1,2,212,5,Lost
13125,484,3,2708.95,1,3,4,134,8,At Risk
13126,197,1,306.06,3,1,2,312,6,Needs Attention
13128,682,1,200.15,1,1,1,111,3,Lost
13129,370,3,1048.11,2,3,3,233,8,At Risk
13130,189,4,2986.92,3,4,4,344,11,Loyal Customers
13133,544,1,662.08,1,1,2,112,4,Lost
13134,49,7,6817.98,4,5,5,455,14,Champions
13135,4,7,8531.55,5,5,5,555,15,Champions
13136,37,8,7811.61,4,5,5,455,14,Champions
13137,199,1,9.46,3,1,1,311,5,Needs Attention
13139,64,3,2549.87,4,3,4,434,11,Loyal Customers
13141,460,3,916.26,1,3,3,133,7,At Risk
13143,452,1,108.18,1,1,1,111,3,Lost
13144,152,7,5912.91,3,5,4,354,12,Loyal Customers
13145,2,2,1627.56,5,2,3,523,10,New Customers
13146,27,1,729.81,5,1,2,512,8,New Customers
13147,36,7,9430.47,4,5,5,455,14,Champions
13148,109,3,1843.84,3,3,4,334,10,Loyal Customers
13151,188,2,627.33,3,2,2,322,7,Needs Attention
13153,118,3,2775.86,3,3,4,334,10,Loyal Customers
13154,297,1,189.18,2,1,1,211,4,Lost
13155,617,1,341.47,1,1,2,112,4,Lost
13157,50,3,1086.52,4,3,3,433,10,Potential Loyal
13159,45,1,108.72,4,1,1,411,6,New Customers
13160,7,3,1862.76,5,3,4,534,12,Loyal Customers
13161,14,6,6977.87,5,4,5,545,14,Champions
13162,423,4,4114.55,1,4,4,144,9,At Risk
13163,10,9,24466.84,5,5,5,555,15,Champions
13165,131,4,2161.75,3,4,4,344,11,Loyal Customers
13166,450,2,834.51,1,2,3,123,6,Needs Attention
13167,607,1,56.91,1,1,1,111,3,Lost
13168,645,1,388.58,1,1,2,112,4,Lost
13169,20,2,234.08,5,2,1,521,8,New Customers
13170,260,4,5213.94,2,4,4,244,10,At Risk
13174,161,2,623.74,3,2,2,322,7,Needs Attention
13175,418,1,78.6,1,1,1,111,3,Lost
13176,21,7,7086.55,5,5,5,555,15,Champions
13177,16,18,50158.39,5,5,5,555,15,Champions
13178,201,13,40699.56,3,5,5,355,13,Loyal Customers
13179,248,1,311.0,2,1,2,212,5,Lost
13180,3,1,1149.69,5,1,3,513,9,New Customers
13182,2,23,61170.73,5,5,5,555,15,Champions
13183,367,3,1517.85,2,3,3,233,8,At Risk
13184,355,1,187.48,2,1,1,211,4,Lost
13185,367,2,622.08,2,2,2,222,6,Lost
13186,526,1,175.58,1,1,1,111,3,Lost
13187,431,3,756.85,1,3,2,132,6,Price Sensitive
13189,13,2,733.78,5,2,2,522,9,New Customers
13190,251,2,1353.98,2,2,3,223,7,Needs Attention
13191,110,5,1712.4,3,4,3,343,10,Potential Loyal
13194,13,3,1102.06,5,3,3,533,11,Potential Loyal
13195,307,3,2278.76,2,3,4,234,9,At Risk
13197,8,1,305.6,5,1,2,512,8,New Customers
13198,263,3,734.73,2,3,2,232,7,Price Sensitive
13199,23,1,360.53,5,1,2,512,8,New Customers
13200,116,2,1239.05,3,2,3,323,8,Potential Loyal
13202,137,2,1371.71,3,2,3,323,8,Potential Loyal
13204,514,1,428.74,1,1,2,112,4,Lost
13205,458,1,490.79,1,1,2,112,4,Lost
13206,82,1,174.6,4,1,1,411,6,New Customers
13209,29,2,543.57,5,2,2,522,9,New Customers
13211,545,1,157.76,1,1,1,111,3,Lost
13212,33,3,1084.99,4,3,3,433,10,Potential Loyal
13213,197,5,4187.41,3,4,4,344,11,Loyal Customers
13214,62,3,1324.12,4,3,3,433,10,Potential Loyal
13215,87,2,1086.99,4,2,3,423,9,New Customers
13217,393,3,1868.08,2,3,4,234,9,At Risk
13221,683,2,947.52,1,2,3,123,6,Needs Attention
13222,8,9,8860.42,5,5,5,555,15,Champions
13223,206,4,2530.57,3,4,4,344,11,Loyal Customers
13224,28,6,6845.4,5,4,5,545,14,Champions
13226,88,2,1026.74,3,2,3,323,8,Potential Loyal
13227,222,2,180.32,2,2,1,221,5,Lost
13228,313,1,339.38,2,1,2,212,5,Lost
13229,188,6,5198.3,3,4,4,344,11,Loyal Customers
13230,148,6,1854.95,3,4,4,344,11,Loyal Customers
13234,372,1,269.54,2,1,1,211,4,Lost
13235,35,5,4512.44,4,4,4,444,12,Champions
13238,33,4,2000.74,4,4,4,444,12,Champions
13239,414,1,460.92,1,1,2,112,4,Lost
13240,13,4,5333.82,5,4,4,544,13,Champions
13242,27,7,9725.08,5,5,5,555,15,Champions
13243,15,1,76.51,5,1,1,511,7,New Customers
13244,7,2,303.21,5,2,2,522,9,New Customers
13247,319,1,444.56,2,1,2,212,5,Lost
13248,240,1,42.21,2,1,1,211,4,Lost
13250,106,11,10723.07,3,5,5,355,13,Loyal Customers
13251,319,2,740.17,2,2,2,222,6,Lost
13254,18,2,850.74,5,2,3,523,10,New Customers
13256,420,2,282.2,1,2,1,121,4,Lost
13257,27,2,1320.84,5,2,3,523,10,New Customers
13258,107,3,1233.81,3,3,3,333,9,Potential Loyal
13259,345,2,1840.83,2,2,4,224,8,Needs Attention
13260,716,1,588.73,1,1,2,112,4,Lost
13261,201,2,836.07,3,2,3,323,8,Potential Loyal
13262,117,14,36386.56,3,5,5,355,13,Loyal Customers
13265,367,2,1573.29,2,2,3,223,7,Needs Attention
13266,396,1,507.6,2,1,2,212,5,Lost
13267,27,15,34553.02,5,5,5,555,15,Champions
13268,481,1,169.32,1,1,1,111,3,Lost
13270,37,4,5374.32,4,4,4,444,12,Champions
13271,23,7,5111.59,5,5,4,554,14,Champions
13273,653,1,336.22,1,1,2,112,4,Lost
13274,239,8,23125.81,2,5,5,255,12,At Risk
13275,243,1,480.32,2,1,2,212,5,Lost
13276,131,3,1464.69,3,3,3,333,9,Potential Loyal
13277,241,4,1736.11,2,4,3,243,9,At Risk
13278,361,1,366.68,2,1,2,212,5,Lost
13280,34,3,1694.89,4,3,3,433,10,Potential Loyal
13282,266,2,481.47,2,2,2,222,6,Lost
13284,598,1,96.1,1,1,1,111,3,Lost
13287,226,6,6827.82,2,4,5,245,11,At Risk
13291,7,2,669.71,5,2,2,522,9,New Customers
13294,578,2,1204.21,1,2,3,123,6,Needs Attention
13296,7,22,61167.15,5,5,5,555,15,Champions
13297,124,10,8323.71,3,5,5,355,13,Loyal Customers
13299,473,1,97.9,1,1,1,111,3,Lost
13300,603,1,67.4,1,1,1,111,3,Lost
13301,163,11,32083.19,3,5,5,355,13,Loyal Customers
13303,36,23,62624.0,4,5,5,455,14,Champions
13304,279,4,3216.46,2,4,4,244,10,At Risk
13305,15,19,58641.96,5,5,5,555,15,Champions
13306,254,1,366.55,2,1,2,212,5,Lost
13308,531,1,543.05,1,1,2,112,4,Lost
13310,13,13,41156.74,5,5,5,555,15,Champions
13311,191,1,199.54,3,1,1,311,5,Needs Attention
13312,265,2,1096.22,2,2,3,223,7,Needs Attention
13313,323,2,1523.95,2,2,3,223,7,Needs Attention
13314,274,4,4640.93,2,4,4,244,10,At Risk
13315,84,1,335.16,4,1,2,412,7,New Customers
13316,19,2,817.51,5,2,3,523,10,New Customers
13317,293,1,3.36,2,1,1,211,4,Lost
13318,92,4,2704.55,3,4,4,344,11,Loyal Customers
13319,23,5,5265.35,5,4,4,544,13,Champions
13320,547,1,79.9,1,1,1,111,3,Lost
13321,91,12,14068.77,3,5,5,355,13,Loyal Customers
13324,70,4,3815.0,4,4,4,444,12,Champions
13326,98,1,436.98,3,1,2,312,6,Needs Attention
13327,344,4,3817.27,2,4,4,244,10,At Risk
13328,545,2,120.62,1,2,1,121,4,Lost
13329,36,4,2356.0,4,4,4,444,12,Champions
13333,484,1,82.41,1,1,1,111,3,Lost
13334,2,6,3732.47,5,4,4,544,13,Champions
13336,11,11,11332.8,5,5,5,555,15,Champions
13337,13,1,31.15,5,1,1,511,7,New Customers
13338,326,1,3.84,2,1,1,211,4,Lost
13339,243,7,7963.32,2,5,5,255,12,At Risk
13343,425,4,3013.95,1,4,4,144,9,At Risk
13344,91,6,6048.33,3,4,5,345,12,Loyal Customers
13345,63,5,1845.25,4,4,4,444,12,Champions
13347,76,5,5517.23,4,4,4,444,12,Champions
13348,639,1,37.2,1,1,1,111,3,Lost
13349,285,4,4073.67,2,4,4,244,10,At Risk
13350,15,2,246.4,5,2,1,521,8,New Customers
13351,267,2,101.71,2,2,1,221,5,Lost
13353,77,5,2442.91,4,4,4,444,12,Champions
13355,105,2,905.3,3,2,3,323,8,Potential Loyal
13358,42,5,5264.76,4,4,4,444,12,Champions
13360,345,2,515.85,2,2,2,222,6,Lost
13361,66,6,6651.16,4,4,5,445,13,Champions
13362,38,3,1883.75,4,3,4,434,11,Loyal Customers
13363,8,7,8557.51,5,5,5,555,15,Champions
13364,97,1,161.36,3,1,1,311,5,Needs Attention
13365,219,1,17.48,2,1,1,211,4,Lost
13366,24,6,6219.2,5,4,5,545,14,Champions
13370,259,1,127.24,2,1,1,211,4,Lost
13372,648,1,346.5,1,1,2,112,4,Lost
13373,645,3,843.67,1,3,3,133,7,At Risk
13375,120,5,1849.47,3,4,4,344,11,Loyal Customers
13376,14,3,1964.68,5,3,4,534,12,Loyal Customers
13377,79,3,520.15,4,3,2,432,9,Price Sensitive
13380,27,1,1087.78,5,1,3,513,9,New Customers
13381,2,2,963.48,5,2,3,523,10,New Customers
13382,516,1,607.11,1,1,2,112,4,Lost
13383,50,1,330.49,4,1,2,412,7,New Customers
13384,7,3,1824.67,5,3,4,534,12,Loyal Customers
13385,669,1,20.25,1,1,1,111,3,Lost
13387,317,2,1036.04,2,2,3,223,7,Needs Attention
13388,58,8,6584.32,4,5,5,455,14,Champions
13389,63,3,1122.19,4,3,3,433,10,Potential Loyal
13391,11,2,2157.21,5,2,4,524,11,New Customers
13392,111,5,3935.04,3,4,4,344,11,Loyal Customers
13393,122,1,545.45,3,1,2,312,6,Needs Attention
13394,300,3,1646.25,2,3,3,233,8,At Risk
13395,1,22,54031.27,5,5,5,555,15,Champions
13396,25,3,1261.65,5,3,3,533,11,Potential Loyal
13397,88,2,941.96,3,2,3,323,8,Potential Loyal
13399,28,3,805.34,5,3,2,532,10,Price Sensitive
13400,15,3,1557.03,5,3,3,533,11,Potential Loyal
13403,265,3,1193.68,2,3,3,233,8,At Risk
13404,175,3,658.13,3,3,2,332,8,Price Sensitive
13405,59,3,1396.52,4,3,3,433,10,Potential Loyal
13407,19,2,981.98,5,2,3,523,10,New Customers
13408,192,1,219.96,3,1,1,311,5,Needs Attention
13409,23,16,39005.04,5,5,5,555,15,Champions
13410,21,2,1193.31,5,2,3,523,10,New Customers
13411,432,1,222.04,1,1,1,111,3,Lost
13412,525,2,1678.65,1,2,3,123,6,Needs Attention
13413,155,1,65.28,3,1,1,311,5,Needs Attention
13414,198,2,587.08,3,2,2,322,7,Needs Attention
13415,471,1,197.6,1,1,1,111,3,Lost
13416,2,9,9744.62,5,5,5,555,15,Champions
13418,61,3,4132.61,4,3,4,434,11,Loyal Customers
13420,6,3,1549.65,5,3,3,533,11,Potential Loyal
13421,723,1,199.08,1,1,1,111,3,Lost
13422,228,2,738.04,2,2,2,222,6,Lost
13424,145,9,8328.01,3,5,5,355,13,Loyal Customers
13425,34,7,9049.16,4,5,5,455,14,Champions
13426,590,1,1029.7,1,1,3,113,5,Needs Attention
13427,25,6,6367.67,5,4,5,545,14,Champions
13428,153,4,3740.45,3,4,4,344,11,Loyal Customers
13431,54,4,2132.68,4,4,4,444,12,Champions
13433,64,1,54.09,4,1,1,411,6,New Customers
13434,242,3,1996.01,2,3,4,234,9,At Risk
13436,660,1,54.3,1,1,1,111,3,Lost
13438,149,2,2190.74,3,2,4,324,9,Potential Loyal
13439,94,1,10.56,3,1,1,311,5,Needs Attention
13440,151,7,4652.39,3,5,4,354,12,Loyal Customers
13441,15,9,8840.02,5,5,5,555,15,Champions
13442,24,24,71032.22,5,5,5,555,15,Champions
13445,478,1,106.26,1,1,1,111,3,Lost
13446,463,1,19.58,1,1,1,111,3,Lost
13447,459,1,265.35,1,1,1,111,3,Lost
13448,89,5,5912.79,3,4,4,344,11,Loyal Customers
13449,251,4,1972.74,2,4,4,244,10,At Risk
13450,70,4,2109.46,4,4,4,444,12,Champions
13452,54,1,356.1,4,1,2,412,7,New Customers
13453,25,9,6147.25,5,5,5,555,15,Champions
13454,69,23,56747.45,4,5,5,455,14,Champions
13455,62,9,7331.23,4,5,5,455,14,Champions
13456,330,2,761.89,2,2,2,222,6,Lost
13458,543,1,387.21,1,1,2,112,4,Lost
13460,55,2,1713.08,4,2,3,423,9,New Customers
13461,32,1,382.34,4,1,2,412,7,New Customers
13462,274,8,7413.46,2,5,5,255,12,At Risk
13464,4,1,91.85,5,1,1,511,7,New Customers
13465,2,5,3901.18,5,4,4,544,13,Champions
13466,393,1,223.87,2,1,1,211,4,Lost
13467,318,2,512.72,2,2,2,222,6,Lost
13470,415,1,199.1,1,1,1,111,3,Lost
13471,306,1,21.36,2,1,1,211,4,Lost
13472,21,10,11058.1,5,5,5,555,15,Champions
13473,147,7,9007.77,3,5,5,355,13,Loyal Customers
13474,415,2,823.35,1,2,3,123,6,Needs Attention
13475,3,19,53796.68,5,5,5,555,15,Champions
13476,685,1,55.56,1,1,1,111,3,Lost
13477,197,2,138.73,3,2,1,321,6,Needs Attention
13478,12,7,6131.7,5,5,5,555,15,Champions
13480,586,2,2820.58,1,2,4,124,7,Needs Attention
13481,113,2,1450.15,3,2,3,323,8,Potential Loyal
13482,25,5,2428.39,5,4,4,544,13,Champions
13483,171,2,1360.59,3,2,3,323,8,Potential Loyal
13484,244,2,1350.85,2,2,3,223,7,Needs Attention
13485,173,1,856.1,3,1,3,313,7,Needs Attention
13486,41,4,1714.69,4,4,3,443,11,Potential Loyal
13488,192,7,6470.67,3,5,5,355,13,Loyal Customers
13489,51,8,8091.19,4,5,5,455,14,Champions
13490,58,7,7071.29,4,5,5,455,14,Champions
13491,340,1,462.51,2,1,2,212,5,Lost
13492,35,6,6908.8,4,4,5,445,13,Champions
13494,169,1,636.72,3,1,2,312,6,Needs Attention
13495,411,1,119.6,1,1,1,111,3,Lost
13497,15,3,2569.23,5,3,4,534,12,Loyal Customers
13498,99,7,8064.52,3,5,5,355,13,Loyal Customers
13499,7,6,2863.66,5,4,4,544,13,Champions
13501,492,1,799.16,1,1,2,112,4,Lost
13502,134,9,11245.32,3,5,5,355,13,Loyal Customers
13504,34,22,60263.21,4,5,5,455,14,Champions
13507,428,2,893.64,1,2,3,123,6,Needs Attention
13508,37,6,4497.29,4,4,4,444,12,Champions
13509,38,11,8656.31,4,5,5,455,14,Champions
13510,602,1,166.06,1,1,1,111,3,Lost
13511,211,1,89.3,2,1,1,211,4,Lost
13512,78,1,103.08,4,1,1,411,6,New Customers
13515,68,7,6509.94,4,5,5,455,14,Champions
13519,14,8,6256.93,5,5,5,555,15,Champions
13520,591,1,130.14,1,1,1,111,3,Lost
13521,2,4,2733.33,5,4,4,544,13,Champions
13524,14,8,8650.96,5,5,5,555,15,Champions
13526,17,3,1697.99,5,3,3,533,11,Potential Loyal
13527,480,1,609.41,1,1,2,112,4,Lost
13529,36,5,4235.32,4,4,4,444,12,Champions
13530,399,1,475.5,1,1,2,112,4,Lost
13531,87,7,5887.8,4,5,4,454,13,Champions
